ID,Won_Championship
8243,0
8247,0
8249,0
8250,0
8251,0
8253,0
8254,0
8255,0
8257,0
8258,0
8260,0
8262,0
8265,0
8270,0
8271,0
8275,0
8278,0
8279,0
8281,0
8285,0
8289,0
8290,0
8295,0
8296,0
8300,0
8303,0
8309,0
8310,0
8311,0
8312,0
8313,0
8315,0
8316,0
8317,0
8318,0
8319,0
8320,0
8322,0
8327,0
8334,0
8339,0
8341,0
8350,0
8352,0
8360,0
8363,0
8365,0
8367,0
8372,0
8374,0
8375,0
8383,0
8386,0
8393,0
8395,0
8397,0
8402,0
8404,0
8409,0
8411,0
8413,0
8414,0
8416,0
8425,0
8431,0
8435,0
8439,0
8440,0
8441,0
8442,0
8449,0
8451,0
8452,0
8454,0
8456,0
8457,0
8460,0
8463,0
8465,0
8468,0
8469,0
8470,0
8476,0
8482,0
8483,0
8484,0
8486,0
8496,0
8497,0
8500,0
8506,0
8509,0
8517,0
8518,0
8520,0
8526,0
8527,0
8530,0
8531,0
8534,0
8537,0
8540,0
8542,0
8545,0
8548,0
8549,0
8551,0
8554,0
8557,0
8559,0
8561,0
8563,0
8573,0
8576,0
8578,0
8580,0
8582,0
8586,0
8589,0
8594,0
8597,0
8604,0
8606,0
8607,0
8611,0
8615,0
8619,0
8621,0
8623,0
8624,0
8625,0
8626,0
8627,0
8634,0
8637,0
8640,0
8642,0
8644,0
8646,0
8647,0
8648,0
8651,0
8652,0
8654,0
8656,0
8658,0
8662,0
8666,0
8667,0
8672,0
8673,0
8675,0
8679,0
8680,0
8683,0
8687,0
8693,0
8696,0
8706,0
8708,0
8711,0
8712,0
8715,0
8716,0
8718,0
8719,0
8720,0
8722,0
8723,0
8732,0
8733,0
8734,0
8735,0
8737,0
8739,0
8740,0
8742,0
8743,0
8745,0
8749,0
8751,0
8752,0
8759,0
8761,0
8763,0
8766,0
8767,0
8768,0
8770,0
8775,0
8776,0
8787,0
8789,0
8790,0
8796,0
8797,0
8802,0
8808,0
8819,0
8820,0
8824,0
8826,0
8829,0
8830,0
8833,0
8835,0
8836,0
8838,0
8840,0
8842,0
8844,0
8848,0
8849,0
8850,0
8852,0
8853,0
8857,0
8860,0
8861,0
8864,0
8867,0
8874,0
8875,0
8876,0
8877,0
8880,0
8887,0
8890,0
8891,0
8892,0
8902,0
8905,0
8906,0
8911,0
8917,0
8922,0
8923,0
8924,0
8927,0
8931,0
8933,0
8934,0
8946,0
8949,0
8950,0
8953,0
8955,0
8956,0
8957,0
8958,0
8959,0
8968,0
8970,0
8973,0
8976,0
8977,0
8978,0
8980,0
8982,0
8992,0
8995,0
8997,0
8999,0
9008,0
9009,0
9010,0
9012,0
9015,0
9016,0
9017,0
9021,0
9024,0
9025,0
9028,0
9031,0
9032,0
9037,0
9038,0
9045,0
9051,0
9055,0
9058,0
9059,0
9061,0
9062,0
9064,0
9067,0
9069,0
9075,0
9078,0
9082,0
9084,0
9093,0
9095,0
9098,0
9099,0
9100,0
9102,0
9104,0
9106,0
9107,0
9108,0
9110,0
9112,0
9116,0
9119,0
9124,0
9125,0
9126,0
9128,0
9129,0
9131,0
9132,0
9134,0
9140,0
9146,0
9148,0
9152,0
9155,0
9156,0
9157,0
9162,0
9166,0
9167,0
9173,0
9174,0
9176,0
9178,0
9179,0
9180,0
9183,0
9188,0
9190,0
9192,0
9197,0
9200,0
9204,0
9208,0
9210,0
9212,0
9215,0
9219,0
9220,0
9221,0
9222,0
9223,0
9226,0
9227,0
9233,0
9235,0
9236,0
9239,0
9240,0
9243,0
9246,0
9247,0
9251,0
9252,0
9253,0
9257,0
9258,0
9260,0
9271,0
9272,0
9278,0
9280,0
9286,0
9290,0
9292,0
9293,0
9295,0
9296,0
9298,0
9301,0
9303,0
9305,0
9314,0
9315,0
9328,0
9329,0
9331,0
9333,0
9341,0
9343,0
9348,0
9349,0
9353,0
9361,0
9362,0
9364,0
9365,0
9372,0
9374,0
9384,0
9385,0
9391,0
9392,0
9395,0
9396,0
9397,0
9398,0
9404,0
9407,0
9408,0
9409,0
9410,0
9411,0
9413,0
9416,0
9417,0
9421,0
9422,0
9424,0
9425,0
9427,0
9432,0
9435,0
9437,0
9438,0
9441,0
9442,0
9450,0
9456,0
9457,0
9461,0
9470,0
9473,0
9475,0
9476,0
9480,0
9485,0
9487,0
9488,0
9489,0
9490,0
9495,0
9498,0
9499,0
9501,0
9505,0
9507,0
9514,0
9515,0
9516,0
9522,0
9529,0
9531,0
9533,0
9534,0
9537,0
9538,0
9539,0
9540,0
9542,0
9548,0
9550,0
9552,0
9554,0
9557,0
9558,0
9560,0
9561,0
9567,0
9568,0
9571,0
9572,0
9573,0
9574,0
9575,0
9581,0
9583,0
9594,0
9599,0
9600,0
9601,0
9602,0
9605,0
9606,0
9607,0
9608,0
9609,0
9614,0
9615,0
9617,0
9619,0
9621,0
9624,0
9633,0
9636,0
9638,0
9641,0
9645,0
9647,0
9648,0
9650,0
9655,0
9656,0
9658,0
9662,0
9664,0
9666,0
9671,0
9673,0
9675,0
9676,0
9677,0
9678,0
9683,0
9694,0
9695,0
9699,0
9703,0
9705,0
9710,0
9711,0
9713,0
9715,0
9727,0
9728,0
9729,0
9731,0
9732,0
9734,0
9737,0
9740,0
9741,0
9742,0
9745,0
9746,0
9747,0
9752,0
9753,0
9756,0
9760,0
9762,0
9763,0
9764,0
9767,0
9769,0
9770,0
9771,0
9772,0
9775,0
9776,0
9778,0
9782,0
9788,0
9793,0
9795,0
9796,0
9797,0
9798,0
9799,0
9802,0
9803,0
9804,0
9807,0
9811,0
9813,0
9816,0
9817,0
9818,0
9820,0
9821,0
9824,0
9825,0
9827,0
9829,0
9831,0
9832,0
9833,0
9836,0
9840,0
9842,0
9846,0
9847,0
9848,0
9849,0
9851,0
9854,0
9856,0
9858,0
9859,0
9863,0
9866,0
9867,0
9868,0
9869,0
9871,0
9873,0
9874,0
9875,0
9877,0
9878,0
9881,0
9888,0
9891,0
9895,0
9897,0
9903,0
9905,0
9907,0
9910,0
9911,0
9912,0
9913,0
9914,0
9916,0
9922,0
9923,0
9929,0
9930,0
9938,0
9940,0
9941,0
9942,0
9944,0
9951,0
9954,0
9958,0
9960,0
9969,0
9973,0
9974,0
9977,0
9979,0
9981,0
9988,0
9989,0
9996,0
9997,0
10000,0
